Country/Region,ObservationDate,SNo,Confirmed,Deaths,Recovered
Finland,02/29/2020,2771,3.0,0.0,1.0
France,02/29/2020,2730,100.0,2.0,12.0
Georgia,02/29/2020,2792,1.0,0.0,0.0
Germany,02/29/2020,2734,79.0,0.0,16.0
Greece,02/29/2020,2765,4.0,0.0,0.0
Iceland,02/29/2020,2793,1.0,0.0,0.0
India,02/29/2020,2772,3.0,0.0,3.0
Iran,02/29/2020,2712,593.0,43.0,123.0
Ireland,02/29/2020,2794,1.0,0.0,0.0
Israel,02/29/2020,2759,7.0,0.0,1.0
Italy,02/29/2020,2705,1128.0,29.0,46.0
Japan,02/29/2020,2722,241.0,5.0,32.0
Lithuania,02/29/2020,2795,1.0,0.0,0.0
Luxembourg,02/29/2020,2796,1.0,0.0,0.0
Mainland China,02/29/2020,84373,79251.0,2835.0,39279.0
Malaysia,02/29/2020,2744,25.0,0.0,18.0
Mexico,02/29/2020,2767,4.0,0.0,0.0
Nepal,02/29/2020,2799,1.0,0.0,1.0
Netherlands,02/29/2020,2761,6.0,0.0,0.0
New Zealand,02/29/2020,2800,1.0,0.0,0.0
Nigeria,02/29/2020,2801,1.0,0.0,0.0
Norway,02/29/2020,2750,15.0,0.0,0.0
Pakistan,02/29/2020,2768,4.0,0.0,0.0
Philippines,02/29/2020,2773,3.0,1.0,1.0
Romania,02/29/2020,2774,3.0,0.0,0.0
Russia,02/29/2020,2778,2.0,0.0,2.0
Singapore,02/29/2020,2729,102.0,0.0,72.0
Spain,02/29/2020,2739,45.0,0.0,2.0
Sri Lanka,02/29/2020,2805,1.0,0.0,1.0
Sweden,02/29/2020,2752,12.0,0.0,0.0
Switzerland,02/29/2020,2748,18.0,0.0,0.0
Thailand,02/29/2020,2741,42.0,0.0,28.0
UK,02/29/2020,2745,23.0,0.0,8.0
US,02/29/2020,53141,70.0,1.0,7.0
Vietnam,02/29/2020,2749,16.0,0.0,16.0
Algeria,03/01/2020,2912,1.0,0.0,0.0
Armenia,03/01/2020,2913,1.0,0.0,0.0
Australia,03/01/2020,17376,27.0,1.0,11.0
Austria,03/01/2020,2871,14.0,0.0,0.0
Azerbaijan,03/01/2020,2892,3.0,0.0,0.0
Belarus,03/01/2020,2914,1.0,0.0,0.0
Belgium,03/01/2020,2903,2.0,0.0,1.0
Brazil,03/01/2020,2904,2.0,0.0,0.0
Cambodia,03/01/2020,2915,1.0,0.0,1.0
Canada,03/01/2020,11585,24.0,0.0,6.0
Croatia,03/01/2020,2882,7.0,0.0,0.0
Czech Republic,03/01/2020,2893,3.0,0.0,0.0
Denmark,03/01/2020,2889,4.0,0.0,0.0
Dominican Republic,03/01/2020,2918,1.0,0.0,0.0
Ecuador,03/01/2020,2885,6.0,0.0,0.0
Egypt,03/01/2020,2905,2.0,0.0,1.0
Estonia,03/01/2020,2919,1.0,0.0,0.0
Finland,03/01/2020,2886,6.0,0.0,1.0
France,03/01/2020,2847,130.0,2.0,12.0
Georgia,03/01/2020,2894,3.0,0.0,0.0
Germany,03/01/2020,2848,130.0,0.0,16.0
Greece,03/01/2020,2883,7.0,0.0,0.0
Iceland,03/01/2020,2895,3.0,0.0,0.0
India,03/01/2020,2896,3.0,0.0,3.0
Iran,03/01/2020,2827,978.0,54.0,175.0
Ireland,03/01/2020,2920,1.0,0.0,0.0
Israel,03/01/2020,2874,10.0,0.0,1.0
Italy,03/01/2020,2821,1694.0,34.0,83.0
Japan,03/01/2020,2839,256.0,6.0,32.0
Lithuania,03/01/2020,2921,1.0,0.0,0.0
Luxembourg,03/01/2020,2922,1.0,0.0,0.0
Mainland China,03/01/2020,88087,79826.0,2870.0,42118.0
Malaysia,03/01/2020,2864,29.0,0.0,18.0
Mexico,03/01/2020,2888,5.0,0.0,0.0
Nepal,03/01/2020,2925,1.0,0.0,1.0
Netherlands,03/01/2020,2877,10.0,0.0,0.0
New Zealand,03/01/2020,2926,1.0,0.0,0.0
Nigeria,03/01/2020,2927,1.0,0.0,0.0
Norway,03/01/2020,2868,19.0,0.0,0.0
Pakistan,03/01/2020,2890,4.0,0.0,0.0
Philippines,03/01/2020,2897,3.0,1.0,1.0
Romania,03/01/2020,2899,3.0,0.0,0.0
Russia,03/01/2020,2906,2.0,0.0,2.0
Singapore,03/01/2020,2850,106.0,0.0,72.0
Spain,03/01/2020,2854,84.0,0.0,2.0
Sri Lanka,03/01/2020,2930,1.0,0.0,1.0
Sweden,03/01/2020,2873,14.0,0.0,0.0
Switzerland,03/01/2020,2865,27.0,0.0,0.0
Thailand,03/01/2020,2861,42.0,1.0,28.0
UK,03/01/2020,2863,36.0,0.0,8.0
US,03/01/2020,58415,76.0,1.0,7.0
Vietnam,03/01/2020,2870,16.0,0.0,16.0
Algeria,03/02/2020,3023,3.0,0.0,0.0
Armenia,03/02/2020,3044,1.0,0.0,0.0
Australia,03/02/2020,21203,30.0,1.0,11.0
Austria,03/02/2020,2994,18.0,0.0,0.0
Azerbaijan,03/02/2020,3025,3.0,0.0,0.0
Belarus,03/02/2020,3046,1.0,0.0,0.0
Belgium,03/02/2020,3007,8.0,0.0,1.0
Brazil,03/02/2020,3033,2.0,0.0,0.0
Cambodia,03/02/2020,3047,1.0,0.0,1.0
Canada,03/02/2020,12102,27.0,0.0,6.0
Croatia,03/02/2020,3010,7.0,0.0,0.0
Czech Republic,03/02/2020,3026,3.0,0.0,0.0
Denmark,03/02/2020,3019,4.0,0.0,0.0
Dominican Republic,03/02/2020,3050,1.0,0.0,0.0
Ecuador,03/02/2020,3013,6.0,0.0,0.0
Egypt,03/02/2020,3034,2.0,0.0,1.0
Estonia,03/02/2020,3051,1.0,0.0,0.0
Finland,03/02/2020,3014,6.0,0.0,1.0
France,03/02/2020,2967,191.0,3.0,12.0
Georgia,03/02/2020,3027,3.0,0.0,0.0
Germany,03/02/2020,2970,159.0,0.0,16.0
Greece,03/02/2020,3011,7.0,0.0,0.0
Iceland,03/02/2020,3015,6.0,0.0,0.0
India,03/02/2020,3017,5.0,0.0,3.0
Indonesia,03/02/2020,3035,2.0,0.0,0.0
Iran,03/02/2020,2947,1501.0,66.0,291.0
Ireland,03/02/2020,3052,1.0,0.0,0.0
Israel,03/02/2020,3002,10.0,0.0,1.0
Italy,03/02/2020,2946,2036.0,52.0,149.0
Japan,03/02/2020,2964,274.0,6.0,32.0
Latvia,03/02/2020,3053,1.0,0.0,0.0
Lithuania,03/02/2020,3054,1.0,0.0,0.0
Luxembourg,03/02/2020,3055,1.0,0.0,0.0
Mainland China,03/02/2020,91986,80026.0,2912.0,44810.0
Malaysia,03/02/2020,2990,29.0,0.0,18.0
Mexico,03/02/2020,3018,5.0,0.0,0.0
Morocco,03/02/2020,3058,1.0,0.0,0.0
Nepal,03/02/2020,3059,1.0,0.0,1.0
Netherlands,03/02/2020,2996,18.0,0.0,0.0
New Zealand,03/02/2020,3060,1.0,0.0,0.0
Nigeria,03/02/2020,3061,1.0,0.0,0.0
Norway,03/02/2020,2992,25.0,0.0,0.0
Pakistan,03/02/2020,3020,4.0,0.0,0.0
Philippines,03/02/2020,3028,3.0,1.0,1.0
Portugal,03/02/2020,3036,2.0,0.0,0.0
Romania,03/02/2020,3030,3.0,0.0,0.0
Russia,03/02/2020,3031,3.0,0.0,2.0
Senegal,03/02/2020,3064,1.0,0.0,0.0
Singapore,03/02/2020,2976,108.0,0.0,78.0
Spain,03/02/2020,2975,120.0,0.0,2.0
Sri Lanka,03/02/2020,3065,1.0,0.0,1.0
Sweden,03/02/2020,2999,15.0,0.0,0.0
Switzerland,03/02/2020,2987,42.0,0.0,0.0
Thailand,03/02/2020,2986,43.0,1.0,31.0
UK,03/02/2020,2989,40.0,0.0,8.0
US,03/02/2020,85573,101.0,6.0,7.0
Vietnam,03/02/2020,2998,16.0,0.0,16.0
Algeria,03/03/2020,3161,5.0,0.0,0.0
Argentina,03/03/2020,3192,1.0,0.0,0.0
Armenia,03/03/2020,3193,1.0,0.0,0.0
Australia,03/03/2020,22207,39.0,1.0,11.0
Austria,03/03/2020,3136,21.0,0.0,0.0
Azerbaijan,03/03/2020,3168,3.0,0.0,0.0
Belarus,03/03/2020,3195,1.0,0.0,0.0
Belgium,03/03/2020,3143,13.0,0.0,1.0
Brazil,03/03/2020,3174,2.0,0.0,0.0
Cambodia,03/03/2020,3196,1.0,0.0,1.0
Canada,03/03/2020,12687,30.0,0.0,6.0
Chile,03/03/2020,3199,1.0,0.0,0.0
Croatia,03/03/2020,3154,9.0,0.0,0.0
Czech Republic,03/03/2020,3162,5.0,0.0,0.0
Denmark,03/03/2020,3158,6.0,0.0,0.0
Dominican Republic,03/03/2020,3200,1.0,0.0,0.0
Ecuador,03/03/2020,3155,7.0,0.0,0.0
Egypt,03/03/2020,3175,2.0,0.0,1.0
Estonia,03/03/2020,3176,2.0,0.0,0.0
Finland,03/03/2020,3159,6.0,0.0,1.0
France,03/03/2020,3108,204.0,4.0,12.0
Georgia,03/03/2020,3169,3.0,0.0,0.0
Germany,03/03/2020,3109,196.0,0.0,16.0
Greece,03/03/2020,3156,7.0,0.0,0.0
Iceland,03/03/2020,3148,11.0,0.0,0.0
India,03/03/2020,3163,5.0,0.0,3.0
Indonesia,03/03/2020,3177,2.0,0.0,0.0
Iran,03/03/2020,3088,2336.0,77.0,291.0
Ireland,03/03/2020,3178,2.0,0.0,0.0
Israel,03/03/2020,3145,12.0,0.0,1.0
Italy,03/03/2020,3087,2502.0,79.0,160.0
Japan,03/03/2020,3105,293.0,6.0,43.0
Jordan,03/03/2020,3201,1.0,0.0,0.0
Latvia,03/03/2020,3202,1.0,0.0,0.0
Lithuania,03/03/2020,3203,1.0,0.0,0.0
Luxembourg,03/03/2020,3204,1.0,0.0,0.0
Mainland China,03/03/2020,96375,80151.0,2945.0,47404.0
Malaysia,03/03/2020,3131,36.0,0.0,22.0
Mexico,03/03/2020,3164,5.0,0.0,1.0
Morocco,03/03/2020,3207,1.0,0.0,0.0
Nepal,03/03/2020,3208,1.0,0.0,1.0
Netherlands,03/03/2020,3135,24.0,0.0,0.0
New Zealand,03/03/2020,3209,1.0,0.0,0.0
Nigeria,03/03/2020,3210,1.0,0.0,0.0
Norway,03/03/2020,3133,32.0,0.0,0.0
Pakistan,03/03/2020,3165,5.0,0.0,0.0
Philippines,03/03/2020,3170,3.0,1.0,1.0
Portugal,03/03/2020,3179,2.0,0.0,0.0
Romania,03/03/2020,3171,3.0,0.0,0.0
Russia,03/03/2020,3172,3.0,0.0,2.0
Senegal,03/03/2020,3180,2.0,0.0,0.0
Singapore,03/03/2020,3117,110.0,0.0,78.0
Spain,03/03/2020,3112,165.0,1.0,2.0
Sri Lanka,03/03/2020,3213,1.0,0.0,1.0
Sweden,03/03/2020,3137,21.0,0.0,0.0
Switzerland,03/03/2020,3125,56.0,0.0,2.0
Thailand,03/03/2020,3129,43.0,1.0,31.0
UK,03/03/2020,3126,51.0,0.0,8.0
US,03/03/2020,108882,122.0,7.0,8.0
Ukraine,03/03/2020,3231,1.0,0.0,0.0
Vietnam,03/03/2020,3141,16.0,0.0,16.0
Algeria,03/04/2020,3301,12.0,0.0,0.0
Argentina,03/04/2020,3351,1.0,0.0,0.0
Armenia,03/04/2020,3352,1.0,0.0,0.0
Australia,03/04/2020,26653,52.0,2.0,11.0
Austria,03/04/2020,3288,29.0,0.0,0.0
Azerbaijan,03/04/2020,3327,3.0,0.0,0.0
Belarus,03/04/2020,3316,6.0,0.0,0.0
Belgium,03/04/2020,3292,23.0,0.0,1.0
Brazil,03/04/2020,3323,4.0,0.0,0.0
Cambodia,03/04/2020,3355,1.0,0.0,1.0
Canada,03/04/2020,13309,33.0,0.0,6.0
Chile,03/04/2020,3358,1.0,0.0,0.0
Croatia,03/04/2020,3306,10.0,0.0,0.0
Czech Republic,03/04/2020,3312,8.0,0.0,0.0
Denmark,03/04/2020,6667,11.0,0.0,0.0
Dominican Republic,03/04/2020,3359,1.0,0.0,0.0
Ecuador,03/04/2020,3308,10.0,0.0,0.0
Egypt,03/04/2020,3335,2.0,0.0,1.0
Estonia,03/04/2020,3336,2.0,0.0,0.0
Finland,03/04/2020,3317,6.0,0.0,1.0
France,03/04/2020,3257,285.0,4.0,12.0
Georgia,03/04/2020,3328,3.0,0.0,0.0
Germany,03/04/2020,3258,262.0,0.0,16.0
Greece,03/04/2020,3311,9.0,0.0,0.0
Hungary,03/04/2020,3337,2.0,0.0,0.0
Iceland,03/04/2020,3291,26.0,0.0,0.0
India,03/04/2020,3289,28.0,0.0,3.0
Indonesia,03/04/2020,3338,2.0,0.0,0.0
Iran,03/04/2020,3239,2922.0,92.0,552.0
Ireland,03/04/2020,3318,6.0,0.0,0.0
Israel,03/04/2020,3298,15.0,0.0,1.0
Italy,03/04/2020,3238,3089.0,107.0,276.0
Japan,03/04/2020,3254,331.0,6.0,43.0
Jordan,03/04/2020,3362,1.0,0.0,0.0
Latvia,03/04/2020,3363,1.0,0.0,0.0
Lithuania,03/04/2020,3365,1.0,0.0,0.0
Luxembourg,03/04/2020,3366,1.0,0.0,0.0
Mainland China,03/04/2020,101085,80271.0,2981.0,49955.0
Malaysia,03/04/2020,3280,50.0,0.0,22.0
Mexico,03/04/2020,3320,5.0,0.0,1.0
Morocco,03/04/2020,3369,1.0,0.0,0.0
Nepal,03/04/2020,3370,1.0,0.0,1.0
Netherlands,03/04/2020,3284,38.0,0.0,0.0
New Zealand,03/04/2020,3329,3.0,0.0,0.0
Nigeria,03/04/2020,3371,1.0,0.0,0.0
Norway,03/04/2020,3278,56.0,0.0,0.0
Pakistan,03/04/2020,3321,5.0,0.0,0.0
Philippines,03/04/2020,3330,3.0,1.0,1.0
Poland,03/04/2020,3373,1.0,0.0,0.0
Portugal,03/04/2020,3322,5.0,0.0,0.0
Romania,03/04/2020,3324,4.0,0.0,1.0
Russia,03/04/2020,3331,3.0,0.0,2.0
Senegal,03/04/2020,3325,4.0,0.0,0.0
Singapore,03/04/2020,3268,110.0,0.0,78.0
Spain,03/04/2020,3261,222.0,2.0,2.0
Sri Lanka,03/04/2020,3375,1.0,0.0,1.0
Sweden,03/04/2020,3286,35.0,0.0,0.0
Switzerland,03/04/2020,3272,90.0,0.0,3.0
Thailand,03/04/2020,3282,43.0,1.0,31.0
Tunisia,03/04/2020,3376,1.0,0.0,0.0
UK,03/04/2020,6634,86.0,0.0,8.0
US,03/04/2020,117456,153.0,11.0,8.0
Ukraine,03/04/2020,3391,1.0,0.0,0.0
Vietnam,03/04/2020,3297,16.0,0.0,16.0
Algeria,03/05/2020,3468,12.0,0.0,0.0
Argentina,03/05/2020,3522,1.0,0.0,0.0
Armenia,03/05/2020,3523,1.0,0.0,0.0
Australia,03/05/2020,27981,55.0,2.0,21.0
Austria,03/05/2020,3448,41.0,0.0,0.0
Azerbaijan,03/05/2020,3478,6.0,0.0,0.0
Belarus,03/05/2020,3479,6.0,0.0,0.0
Belgium,03/05/2020,3443,50.0,0.0,1.0
Bosnia and Herzegovina,03/05/2020,3502,2.0,0.0,0.0
Brazil,03/05/2020,3487,4.0,0.0,0.0
Cambodia,03/05/2020,3526,1.0,0.0,1.0
Canada,03/05/2020,13951,37.0,0.0,6.0
Chile,03/05/2020,3488,4.0,0.0,0.0
Croatia,03/05/2020,3473,10.0,0.0,0.0
Czech Republic,03/05/2020,3469,12.0,0.0,0.0
Denmark,03/05/2020,7003,11.0,0.0,0.0
Dominican Republic,03/05/2020,3528,1.0,0.0,0.0
Ecuador,03/05/2020,3467,13.0,0.0,0.0
Egypt,03/05/2020,3495,3.0,0.0,1.0
Estonia,03/05/2020,3496,3.0,0.0,0.0
Finland,03/05/2020,3470,12.0,0.0,1.0
France,03/05/2020,3414,377.0,6.0,12.0
Georgia,03/05/2020,3489,4.0,0.0,0.0
Germany,03/05/2020,3411,482.0,0.0,16.0
Greece,03/05/2020,3451,31.0,0.0,0.0
Hungary,03/05/2020,3504,2.0,0.0,0.0
Iceland,03/05/2020,3450,34.0,0.0,0.0
India,03/05/2020,3452,30.0,0.0,3.0
Indonesia,03/05/2020,3505,2.0,0.0,0.0
Iran,03/05/2020,3399,3513.0,107.0,739.0
Ireland,03/05/2020,3480,6.0,0.0,0.0
Israel,03/05/2020,3461,16.0,0.0,1.0
Italy,03/05/2020,3398,3858.0,148.0,414.0
Japan,03/05/2020,3415,360.0,6.0,43.0
Jordan,03/05/2020,3531,1.0,0.0,0.0
Latvia,03/05/2020,3532,1.0,0.0,0.0
Lithuania,03/05/2020,3534,1.0,0.0,0.0
Luxembourg,03/05/2020,3535,1.0,0.0,0.0
Mainland China,03/05/2020,106082,80422.0,3013.0,52240.0
Malaysia,03/05/2020,3444,50.0,0.0,22.0
Mexico,03/05/2020,3483,5.0,0.0,1.0
Morocco,03/05/2020,3506,2.0,0.0,0.0
Nepal,03/05/2020,3538,1.0,0.0,1.0
Netherlands,03/05/2020,3436,82.0,0.0,0.0
New Zealand,03/05/2020,3497,3.0,0.0,0.0
Nigeria,03/05/2020,3539,1.0,0.0,0.0
Norway,03/05/2020,3435,87.0,0.0,0.0
Pakistan,03/05/2020,3484,5.0,0.0,0.0
Philippines,03/05/2020,3498,3.0,1.0,1.0
Poland,03/05/2020,3541,1.0,0.0,0.0
Portugal,03/05/2020,3476,8.0,0.0,0.0
Romania,03/05/2020,3481,6.0,0.0,1.0
Russia,03/05/2020,3491,4.0,0.0,2.0
Senegal,03/05/2020,3492,4.0,0.0,0.0
Singapore,03/05/2020,3428,117.0,0.0,78.0
Slovenia,03/05/2020,3507,2.0,0.0,0.0
South Africa,03/05/2020,3542,1.0,0.0,0.0
Spain,03/05/2020,3419,259.0,3.0,2.0
Sri Lanka,03/05/2020,3543,1.0,0.0,1.0
Sweden,03/05/2020,3433,94.0,0.0,0.0
Switzerland,03/05/2020,3430,114.0,1.0,3.0
Thailand,03/05/2020,3445,47.0,1.0,31.0
Tunisia,03/05/2020,3544,1.0,0.0,0.0
UK,03/05/2020,6959,116.0,1.0,8.0
US,03/05/2020,155104,221.0,12.0,8.0
Ukraine,03/05/2020,3564,1.0,0.0,0.0
Vietnam,03/05/2020,3464,16.0,0.0,16.0
Algeria,03/06/2020,3640,17.0,0.0,0.0
Argentina,03/06/2020,3685,2.0,0.0,0.0
Armenia,03/06/2020,3708,1.0,0.0,0.0
Australia,03/06/2020,29499,60.0,2.0,21.0
Austria,03/06/2020,3618,55.0,0.0,0.0
Azerbaijan,03/06/2020,3661,6.0,0.0,0.0
Belarus,03/06/2020,3662,6.0,0.0,0.0
Belgium,03/06/2020,3606,109.0,0.0,1.0
Bhutan,03/06/2020,3710,1.0,0.0,0.0
Bosnia and Herzegovina,03/06/2020,3686,2.0,0.0,0.0
Brazil,03/06/2020,3648,13.0,0.0,0.0
Cambodia,03/06/2020,3711,1.0,0.0,1.0
Cameroon,03/06/2020,3712,1.0,0.0,0.0
Canada,03/06/2020,18373,49.0,0.0,6.0
Chile,03/06/2020,3671,4.0,0.0,0.0
Colombia,03/06/2020,3715,1.0,0.0,0.0
Costa Rica,03/06/2020,3716,1.0,0.0,0.0
Croatia,03/06/2020,3653,11.0,0.0,0.0
Czech Republic,03/06/2020,3637,18.0,0.0,0.0
Denmark,03/06/2020,7346,24.0,0.0,1.0
Dominican Republic,03/06/2020,3688,2.0,0.0,0.0
Ecuador,03/06/2020,3649,13.0,0.0,0.0
Egypt,03/06/2020,3645,15.0,0.0,1.0
Estonia,03/06/2020,3655,10.0,0.0,0.0
Finland,03/06/2020,3646,15.0,0.0,1.0
France,03/06/2020,3582,653.0,9.0,12.0
Georgia,03/06/2020,3672,4.0,0.0,0.0
Germany,03/06/2020,3581,670.0,0.0,17.0
